bedrift,avdeling,telefon,bransje,org num
Bonseye AS,Møre og Romsdal,,['Aktiviteter/events og mat'],820625242.0
Artic Sea & Mountain,Troms og Finnmark,480 58 540,['Aktiviteter/events og mat'],992016671.0
Alta Event & Teltutleie,Troms og Finnmark,,['Aktiviteter/events og mat'],997072324.0
Lyngen Adventure AS,Troms og Finnmark,,['Aktiviteter/events og mat'],915843794.0
Adventure Norway AS,Agder,480 61 031,['Aktiviteter/events og mat'],915362583.0
Hunderfossen Forvaltning AS,Innlandet,,['Aktiviteter/events og mat'],982433452.0
Tingvoll Økopark Eiendom AS,Møre og Romsdal,,['Aktiviteter/events og mat'],916176678.0
Basecamp Explorer AS,Oslo,480 01 088,['Hovedkontortjenester'],979581297.0
A B Arctic AS,Nordland,915 37 895,['Aktiviteter/events og mat'],916454686.0
Stoksund Seapark AS,Trøndelag,969 16 846,['Aktiviteter/events og mat'],990272123.0
Efri Halfa AS,Trøndelag,,['Aktiviteter/events og mat'],913762657.0
Norway Adventures AS,Vestland,57 62 41 70,['Aktiviteter/events og mat'],918309993.0
Tromsø Friluftsenter AS,Troms og Finnmark,,['Aktiviteter/events og mat'],922737355.0
Dagali Action Park AS,Viken,32 09 38 20,['Aktiviteter/events og mat'],996199983.0
Arctic Husky Travellers AS,Svalbard,903 60 560,['Aktiviteter/events og mat'],817570542.0
Himmelblå Brygge AS,Nordland,,['Aktiviteter/events og mat'],920940307.0
Aqua Lofoten Coast Adventure AS,Nordland,990 19 042,['Aktiviteter/events og mat'],918486313.0
Lyngen Lodge AS,Troms og Finnmark,934 40 010,['Eiendomshandel og -utleie'],990983836.0
Fjordevents AS,Rogaland,450 36 100,['Aktiviteter/events og mat'],990993475.0
Sogndal Fjellsport AS,Vestland,,['Aktiviteter/events og mat'],992155752.0
Fosen Aktiv AS,Trøndelag,973 29 897,['Aktiviteter/events og mat'],922330646.0
Liantunet AS,Trøndelag,901 78 111,['Aktiviteter/events og mat'],911684357.0
Real Escape Game AS,Rogaland,,['Aktiviteter/events og mat'],916483074.0
Rjukan Klatrepark AS,Vestfold og Telemark,950 49 730,['Aktiviteter/events og mat'],919978503.0
Serious Fun Raftingsenter,Viken,,['Aktiviteter/events og mat'],988340588.0
Turute AS,Viken,950 80 849,['Aktiviteter/events og mat'],991842640.0
Northern Explorers AS,Trøndelag,,['Aktiviteter/events og mat'],998813530.0
Huskyfarm Innset AS,Troms og Finnmark,452 05 095,['Aktiviteter/events og mat'],924588284.0
Tb-Event AS,Vestland,970 37 240,['Aktiviteter/events og mat'],989212788.0
Farout AS,Troms og Finnmark,,['Aktiviteter/events og mat'],991314954.0
Kvernepollen Fiske & Ferie,Vestland,56 38 89 06,['Aktiviteter/events og mat'],965440747.0
Norge Event AS,Oslo,22 72 42 40,['Aktiviteter/events og mat'],975933261.0
Norway Adventures AS,Vestland,,['Aktiviteter/events og mat'],826472952.0
Hillbilly Mtb AS,Viken,940 69 716,['Aktiviteter/events og mat'],913157915.0
Kvåsfossen AS,Agder,915 10 164,['Aktiviteter/events og mat'],915380972.0
Norsk Tindesenter Eiendom AS,Møre og Romsdal,,['Eiendomshandel og -utleie'],992524685.0
Off Track Experience AS,Troms og Finnmark,,['Aktiviteter/events og mat'],912596192.0
Svalbard Expeditions AS,Svalbard,,['Aktiviteter/events og mat'],922134944.0
Ravnfloget AS,,476 74 907,['Aktiviteter/events og mat'],919632100.0
House of Nerds Vulkan AS,Oslo,23 65 13 37,['Aktiviteter/events og mat'],922919062.0
Lyngen Båtopplevelser AS,Troms og Finnmark,,['Aktiviteter/events og mat'],916563949.0
Ailo Matki & Tourist AS,Troms og Finnmark,,['Aktiviteter/events og mat'],915268633.0
Handyman Morten Sterri AS,Oslo,,['Aktiviteter/events og mat'],917655006.0
Neptun Invest AS,Nordland,76 94 59 05,['Eiendomshandel og -utleie'],882456382.0
Radius Kirkenes AS,Troms og Finnmark,78 97 05 40,['Hoteller og andre overnattingssteder'],983427685.0
Sup Norway AS,Vestland,,['Aktiviteter/events og mat'],921521359.0
Tappeluft Opplevelser AS,Troms og Finnmark,975 98 094,['Aktiviteter/events og mat'],891219342.0
Torsvåg Havfiske DA,Troms og Finnmark,415 52 794,['Aktiviteter/events og mat'],988258229.0
Hedmarksvidda Husky AS,Innlandet,928 60 410,['Aktiviteter/events og mat'],920626394.0
Strikkhopp & Sånt AS,Troms og Finnmark,908 70 977,['Aktiviteter/events og mat'],898341372.0
Coastrafting AS,Trøndelag,915 48 977,['Aktiviteter/events og mat'],999615090.0
Rivernorth AS,,457 78 419,['Aktiviteter/events og mat'],918763937.0
Brimi Eventyr AS,Innlandet,419 31 111,['Aktiviteter/events og mat'],999643558.0
Vikran Ferie AS,Troms og Finnmark,451 03 752,['Aktiviteter/events og mat'],915541615.0
Tana Husky AS,Troms og Finnmark,988 99 665,['Aktiviteter/events og mat'],819981922.0
Nord-Flatanger Sjøhus AS,Trøndelag,74 28 83 06,['Aktiviteter/events og mat'],982227631.0
Scandinavian Experience AS,Viken,,['Aktiviteter/events og mat'],912871258.0
Tre.Null AS,Viken,,['Aktiviteter/events og mat'],826188782.0
Flatmoen Natur AS,Troms og Finnmark,,['Aktiviteter/events og mat'],924654961.0
Arctic Escape AS,Troms og Finnmark,920 95 555,['Aktiviteter/events og mat'],915145272.0
Bø og Lifjell Turridning AS,Vestfold og Telemark,904 12 603,['Aktiviteter/events og mat'],917135045.0
Sjusjøen Fjell- og Aktivitetssenter AS,Innlandet,476 38 614,['Aktiviteter/events og mat'],920041337.0
Ursa Minor Adventures AS,Troms og Finnmark,,['Aktiviteter/events og mat'],926863134.0
Arctic Husky AS,Troms og Finnmark,,['Aktiviteter/events og mat'],927246392.0
Torsvåg Sea- Adventure AS,Troms og Finnmark,415 52 794,['Aktiviteter/events og mat'],926808850.0
Våken Vakt,Agder,02813,['Aktiviteter/events og mat'],995251469.0
Natur og Utfordring AS,Troms og Finnmark,957 21 007,['Aktiviteter/events og mat'],987394439.0
Ålesund Escape Games AS,Møre og Romsdal,973 08 080,['Aktiviteter/events og mat'],921957211.0
Nesset Gårdsdrift AS,Troms og Finnmark,478 07 902,['Aktiviteter/events og mat'],916510608.0
Svalbard Villmarksenter AS,Svalbard,79 02 17 00,['Aktiviteter/events og mat'],981320204.0
Tribal AS,Rogaland,,['Aktiviteter/events og mat'],917319243.0
Birdsafari AS,Troms og Finnmark,78 47 57 73,['Aktiviteter/events og mat'],986400850.0
Seasafari Øksnes AS,Nordland,,['Aktiviteter/events og mat'],825052682.0
Drammen Racing Senter AS,Viken,,['Aktiviteter/events og mat'],915637183.0
Tamsøya AS,Troms og Finnmark,,['Aktiviteter/events og mat'],925271179.0
RIB safari Westby Maritime AS,Oslo,900 51 038,['Aktiviteter/events og mat'],888003622.0
Nordlysmat Drift AS,Troms og Finnmark,917 32 173,['Aktiviteter/events og mat'],913225244.0
Emobility AS,Møre og Romsdal,458 44 333,['Aktiviteter/events og mat'],914446856.0
Migg AS,Vestland,932 10 002,['Aktiviteter/events og mat'],976254686.0
Finnmark Snowmobile Safari AS,Troms og Finnmark,78 44 99 44,['Aktiviteter/events og mat'],959918457.0
Eidfjord Aktiv AS,Vestland,415 50 404,['Aktiviteter/events og mat'],994179616.0
Agna Hollekve AS,Vestland,,['Aktiviteter/events og mat'],998521637.0
Pang Event AS,Viken,,['Aktiviteter/events og mat'],911718383.0
Kvaløya Husky AS,Troms og Finnmark,481 65 718,['Aktiviteter/events og mat'],922645264.0
Sandsøy Aktivitet AS,Troms og Finnmark,,['Aktiviteter/events og mat'],922204152.0
Cirka AS,Vestland,400 81 469,['Aktiviteter/events og mat'],926398369.0
Sunnfjord Sport & Gaming AS,Vestland,,['Aktiviteter/events og mat'],925043257.0
P & M Holding AS,Nordland,,['Aktiviteter/events og mat'],916537174.0
Finnmarksrittene AS,Troms og Finnmark,903 69 548,['Aktiviteter/events og mat'],992687398.0
Hemsedal Aktiv SA,Viken,483 86 018,['Aktiviteter/events og mat'],814555062.0
Northern-Explorer AS,Nordland,902 26 716,['Aktiviteter/events og mat'],920669786.0
Over Skog og Heiberg AS,Innlandet,902 90 352,['Aktiviteter/events og mat'],999003230.0
Cavzo.no,Troms og Finnmark,,['Aktiviteter/events og mat'],994251430.0
Friluftslek AS,Møre og Romsdal,71 22 25 00,['Aktiviteter/events og mat'],997677013.0
Eventus AS,Rogaland,52 79 50 00,['Aktiviteter/events og mat'],982528755.0
Explore The Arctic AS,Troms og Finnmark,948 60 941,['Aktiviteter/events og mat'],915454062.0
Solund Allround Service AS,Vestland,,['Aktiviteter/events og mat'],926506501.0
Otra Tur og Løypeservice AS,Agder,907 87 600,['Aktiviteter/events og mat'],987546697.0
Bulder & Brak Opplevingar AS,Vestland,,['Aktiviteter/events og mat'],916681402.0
Ervik Surfshop AS,Vestland,458 63 410,['Aktiviteter/events og mat'],914453941.0
Husky Point Røros AS,Innlandet,,['Aktiviteter/events og mat'],917463948.0
M-Event AS,Viken,952 23 534,['Aktiviteter/events og mat'],911760452.0
Tessfjellet AS,Innlandet,,['Aktiviteter/events og mat'],990148570.0
Vestfjord Explorer AS,Nordland,,['Aktiviteter/events og mat'],924519851.0
Armydays AS,Viken,,['Aktiviteter/events og mat'],898206882.0
Flexevents AS,Vestfold og Telemark,906 86 042,['Aktiviteter/events og mat'],912847462.0
Lofoten Aktiv AS,,992 31 100,['Aktiviteter/events og mat'],980412407.0
Dovrehytta,Oslo,,['Aktiviteter/events og mat'],985096414.0
Gamemaster AS,Viken,,['Aktiviteter/events og mat'],816567262.0
Fishspot AS,Innlandet,,['Aktiviteter/events og mat'],915036589.0
Dynamic Events AS,Viken,66 90 46 46,['Aktiviteter/events og mat'],880415182.0
Aktiv Events AS,Troms og Finnmark,900 74 666,['Aktiviteter/events og mat'],912171493.0
Sigdal Aktiv AS,Viken,928 25 930,['Aktiviteter/events og mat'],922220891.0
Njord AS,Vestland,,['Aktiviteter/events og mat'],985337691.0
Elements Arctic Camp AS,Troms og Finnmark,,['Aktiviteter/events og mat'],916639546.0
XXL Adventure AS,Oslo,24 08 40 34,['Aktiviteter/events og mat'],984906749.0
Siwu AS,Innlandet,412 10 558,['Aktiviteter/events og mat'],989454781.0
Land & Strand Eiendom AS,Vestland,,['Hovedkontortjenester'],913806123.0
Høytoglavt AS,Vestland,,['Aktiviteter/events og mat'],913875680.0
Newland AS,Viken,992 37 111,['Aktiviteter/events og mat'],988406090.0
Best Adventures AS,Vestland,476 06 847,['Aktiviteter/events og mat'],985375372.0
Hurlumheihuset AS,Viken,,['Aktiviteter/events og mat'],988622885.0
Bit for Bit Huset AS,Viken,32 80 76 00,['Aktiviteter/events og mat'],976206274.0
Femund Canoe Camp AS,Innlandet,973 28 293,['Hoteller og andre overnattingssteder'],815610032.0
Senja Husky Adventure AS,Troms og Finnmark,,['Aktiviteter/events og mat'],919409207.0
G.A.D. Partner AS,Møre og Romsdal,,['Aktiviteter/events og mat'],989790099.0
In North AS,,,['Aktiviteter/events og mat'],921672896.0
Explore Hitra AS,Trøndelag,,['Aktiviteter/events og mat'],916529082.0
Ambarella AS,Oslo,,['Internettdesign og programmering'],916470134.0
Estor AS,Trøndelag,974 65 780,['Aktiviteter/events og mat'],924580852.0
Bergen By Expert AS,Vestland,55 70 60 88,['Aktiviteter/events og mat'],989578855.0
Sørbråten gård i Maridalen,Oslo,22 23 22 21,['Aktiviteter/events og mat'],988604798.0
Escape Haugesund AS,Rogaland,484 08 290,['Aktiviteter/events og mat'],921336721.0
Vesterålen Fishing AS,Nordland,950 49 379,['Aktiviteter/events og mat'],915313728.0
Lofoten Fishing AS,Nordland,941 86 252,['Aktiviteter/events og mat'],897843412.0
Camp Troll AS,Troms og Finnmark,,['Aktiviteter/events og mat'],921174268.0
Svalbardguidene AS,Svalbard,920 55 283,['Aktiviteter/events og mat'],922115680.0
Frognerhagen Gård AS,Viken,,['Aktiviteter/events og mat'],926500562.0
Varanger Sea Adventure AS,Troms og Finnmark,926 02 707,['Aktiviteter/events og mat'],921091605.0
Lofoten Seafari AS,Nordland,,['Aktiviteter/events og mat'],920649246.0
Skaret Fjellpark AS,Troms og Finnmark,,['Aktiviteter/events og mat'],988431982.0
Jølster Rafting AS,Vestland,,['Aktiviteter/events og mat'],978627056.0
Trollheimen Husky Hundekjøring for Alle AS,Trøndelag,,['Aktiviteter/events og mat'],926309382.0
Øygarden Opplevelser AS,Vestland,934 53 816,['Aktiviteter/events og mat'],912134792.0
Arctic Wanderlust AS,Nordland,,['Aktiviteter/events og mat'],927299321.0
Trollfjord Experience AS,Nordland,,['Aktiviteter/events og mat'],924296984.0
Barents Arctic Explorer AS,,,['Aktiviteter/events og mat'],925133809.0
Åkrafjorden Oppleving AS,Vestland,959 09 664,['Aktiviteter/events og mat'],891375832.0
Norway Husky Adventure AS,Trøndelag,473 70 558,['Aktiviteter/events og mat'],985216665.0
Arctic & Green AS,Troms og Finnmark,,['Aktiviteter/events og mat'],922533423.0
Rune Gjeldnes AS,Trøndelag,926 05 693,['Aktiviteter/events og mat'],990944660.0
Nyksund Arctic Ocean Adventures AS,Nordland,,['Aktiviteter/events og mat'],926899937.0
Jøklagutane Holding AS,Vestland,993 31 222,['Aktiviteter/events og mat'],980916219.0
Wikerøy Invest AS,Troms og Finnmark,,['Hovedkontortjenester'],915950884.0
Solodd Event AS,Agder,,['Aktiviteter/events og mat'],985310092.0
Lasiocarpa AS,Innlandet,,['Aktiviteter/events og mat'],990660875.0
Øvre-Brandskognes Driftsselskap AS,Troms og Finnmark,,['Aktiviteter/events og mat'],914449529.0
Spiterstulen Bre- og Fjellføring AS,Innlandet,,['Aktiviteter/events og mat'],914758114.0
Explore Skjåk AS,Innlandet,,['Aktiviteter/events og mat'],922830053.0
Oslo Kayak Tours AS,Oslo,924 23 596,['Aktiviteter/events og mat'],915580785.0
Helgeland Fjordferie AS,Nordland,917 82 519,['Aktiviteter/events og mat'],997842995.0
Villmarkstur AS,Troms og Finnmark,,['Aktiviteter/events og mat'],994922157.0
Arctic Rib Event AS,Nordland,957 24 517,['Aktiviteter/events og mat'],985480117.0
Guided Fishing Norway AS,Nordland,909 43 249,['Aktiviteter/events og mat'],920697283.0
Arctic Sea To Summits AS,Troms og Finnmark,,['Aktiviteter/events og mat'],924548967.0
Soma Gård AS,Rogaland,917 05 756,['Aktiviteter/events og mat'],991055819.0
Grønøy Aktivitetsgård AS,Nordland,473 97 237,['Aktiviteter/events og mat'],911823985.0
4elements AS,Oslo,,['Aktiviteter/events og mat'],927128454.0
Kullin Deep Sea Fishing AS,Trøndelag,,['Aktiviteter/events og mat'],922311161.0
Hasselberg Husky AS,Troms og Finnmark,,['Aktiviteter/events og mat'],920278213.0
Kjetil Skogli -Artige Turer & Fotografering AS,Troms og Finnmark,,['Aktiviteter/events og mat'],998528151.0
Pont AS,Oslo,,['Aktiviteter/events og mat'],918021671.0
Norwegian Adventure Cruises AS,Nordland,,['Aktiviteter/events og mat'],998283752.0
Jevningen Ltd,Troms og Finnmark,,['Aktiviteter/events og mat'],994496824.0
Arctic Ocean Adventure AS,Troms og Finnmark,992 09 018,['Aktiviteter/events og mat'],913406842.0
Gudbrandsdal Aktiv AS,Innlandet,,['Aktiviteter/events og mat'],926134655.0
Rogaland Aktiv AS,Rogaland,917 18 157,['Aktiviteter/events og mat'],918117466.0
Trollvar AS,Nordland,,['Aktiviteter/events og mat'],917459932.0
Vengsøy Seafishing AS,Troms og Finnmark,973 34 077,['Aktiviteter/events og mat'],997737210.0
Skiri Utvikling AS,Møre og Romsdal,,['Aktiviteter/events og mat'],923170006.0
Lofoten Escape & Adventures AS,Nordland,917 28 540,['Aktiviteter/events og mat'],922155658.0
Musketer Event AS,Oslo,995 40 874,['Aktiviteter/events og mat'],993940429.0
Norske Naturopplevelser AS,Trøndelag,928 58 565,['Aktiviteter/events og mat'],997051742.0
Luxury Pitstop AS,Viken,,['Aktiviteter/events og mat'],998672775.0
Kjelde AS,Vestland,,['Aktiviteter/events og mat'],990105731.0
Jotunheimen Panorama AS,Innlandet,,['Aktiviteter/events og mat'],991303014.0
Coast Safari AS,Møre og Romsdal,,['Aktiviteter/events og mat'],918926240.0
Fjell-Vandring AS,Rogaland,938 54 657,['Aktiviteter/events og mat'],919665920.0
Lyngen Ski & Klatring AS,Troms og Finnmark,,['Aktiviteter/events og mat'],925948047.0
Skipnes Event AS,Nordland,,['Aktiviteter/events og mat'],920675638.0
Nordic Seaway Solutions AS,Møre og Romsdal,991 17 222,['Aktiviteter/events og mat'],916326912.0
Skambra Produksjoner AS,Rogaland,51 78 87 87,['Aktiviteter/events og mat'],991685359.0
Spellplassen AS,Innlandet,,['Aktiviteter/events og mat'],925252166.0
Fjeldfolk AS,Vestland,470 75 158,['Aktiviteter/events og mat'],920290310.0
Huntspot AS,Innlandet,,['Aktiviteter/events og mat'],920609511.0
Gamle Svinesundsvei 261 AS,Viken,,['Hoteller og andre overnattingssteder'],920352642.0
Adventurerooms Norway AS,Oslo,,['Aktiviteter/events og mat'],915981747.0
Darklight Tromsø AS,Troms og Finnmark,,['Aktiviteter/events og mat'],919833947.0
Helgeland Klatrepark AS,Nordland,909 20 085,['Aktiviteter/events og mat'],818467052.0
Norquest AS,Troms og Finnmark,,['Aktiviteter/events og mat'],962303668.0
Alaska Husky Turglede AS,Innlandet,918 73 204,['Aktiviteter/events og mat'],926755196.0
Minds of Nature AS,Svalbard,,['Aktiviteter/events og mat'],917903948.0
Trapper's Farm AS,Troms og Finnmark,416 38 904,['Aktiviteter/events og mat'],920432085.0
Nekton Diving AS,Møre og Romsdal,,['Aktiviteter/events og mat'],825604332.0
Tokvam Outdoor AS,Vestland,975 39 745,['Aktiviteter/events og mat'],914899176.0
Áldu AS,,,['Aktiviteter/events og mat'],924543361.0
Arctic Latitudes AS,Nordland,,['Aktiviteter/events og mat'],924911530.0
The Samiway AS,,,['Aktiviteter/events og mat'],923929177.0
Lulesami Adventure Lapland AS,Nordland,,['Aktiviteter/events og mat'],999005594.0
Lofoten Highfive Svolvær,Nordland,402 21 917,['Aktiviteter/events og mat'],915248268.0
Northern Xplorer AS,Oslo,,['Aktiviteter/events og mat'],922883513.0
Kjerringøy Bygdeliv AS,Nordland,,['Aktiviteter/events og mat'],920454925.0
Pirates Sailing AS,Oslo,,['Aktiviteter/events og mat'],920893716.0
Vaset Aktiv AS,Innlandet,,['Aktiviteter/events og mat'],820982452.0
Buckride AS,Innlandet,,['Aktiviteter/events og mat'],911891298.0
Lemonsjø Alpinsenter,Innlandet,61 23 87 55,['Aktiviteter/events og mat'],971089296.0
Jøklagutane AS,Vestland,,['Aktiviteter/events og mat'],992767898.0
Ultratur på Kaasa Gård AS,Vestfold og Telemark,,['Aktiviteter/events og mat'],818645422.0
Polar Nights AS,Troms og Finnmark,,['Aktiviteter/events og mat'],925856061.0
Sjøbris Adventure AS,Vestland,,['Aktiviteter/events og mat'],923225323.0
To Sprelske AS,Innlandet,,['Aktiviteter/events og mat'],927384027.0
Fishfix AS,Nordland,913 71 924,['Aktiviteter/events og mat'],924190396.0
Flatanger Adventure AS,Trøndelag,,['Aktiviteter/events og mat'],921110936.0
Varanger Safari AS,Troms og Finnmark,,['Aktiviteter/events og mat'],919121416.0
H2ocean AS,Møre og Romsdal,71 51 52 00,['Aktiviteter/events og mat'],919285826.0
Go Fishing AS,Trøndelag,913 88 332,['Aktiviteter/events og mat'],815310292.0
Jotunheimen Rein AS,Innlandet,,['Aktiviteter/events og mat'],918088458.0
Trollveggen Stasjon AS,Møre og Romsdal,923 52 217,['Aktiviteter/events og mat'],991851801.0
Intermesso Finnmark AS,Troms og Finnmark,,['Aktiviteter/events og mat'],984996896.0
Arctic Garden AS,Nordland,,['Aktiviteter/events og mat'],919326859.0
Månafossen Opplevelser AS,Rogaland,,['Aktiviteter/events og mat'],820902432.0
Norefjell Fjord og Skog AS,Viken,,['Aktiviteter/events og mat'],923576614.0
Thule Aktivitetsgård AS,Møre og Romsdal,911 43 264,['Aktiviteter/events og mat'],999254160.0
Kristin Harila AS,Troms og Finnmark,908 78 439,['Aktiviteter/events og mat'],926757385.0
Multi Fritid AS,Troms og Finnmark,,['Aktiviteter/events og mat'],988327018.0
Morgans Skip AS,Troms og Finnmark,,['Aktiviteter/events og mat'],994040138.0
Jakobselva Jakt og Fiske AS,Troms og Finnmark,,['Aktiviteter/events og mat'],816915112.0
Cruise Møre AS,Møre og Romsdal,,['Aktiviteter/events og mat'],989618857.0
Location Lofoten AS,Nordland,901 64 916,['Aktiviteter/events og mat'],914319560.0
Langoy Limited,Vestland,909 52 484,['Aktiviteter/events og mat'],991011250.0
Lyngen Explorer AS,Troms og Finnmark,,['Aktiviteter/events og mat'],917763771.0
Tveita Invest AS,Rogaland,,['Hovedkontortjenester'],926181939.0
Eldhug Adventures AS,Rogaland,,['Aktiviteter/events og mat'],926707833.0
Explore Finnskogen AS,Innlandet,977 04 486,['Aktiviteter/events og mat'],915801560.0
Wild Norway AS,Trøndelag,954 41 153,['Hovedkontortjenester'],914721245.0
Hjorteguiding AS,Vestland,,['Aktiviteter/events og mat'],926838393.0
Tfs AS,Svalbard,,['Aktiviteter/events og mat'],921106998.0
Arctic Aloha AS,Nordland,,['Aktiviteter/events og mat'],925155705.0
Vestkysten AS,Vestland,,['Aktiviteter/events og mat'],927508338.0
Ferdmarin AS,Trøndelag,,['Aktiviteter/events og mat'],921428723.0
Camp Arvesen AS,Møre og Romsdal,,['Aktiviteter/events og mat'],997587251.0
Dund AS,Viken,,['Aktiviteter/events og mat'],920253768.0
Nordlyssenteret AS,Troms og Finnmark,413 31 338,['Aktiviteter/events og mat'],915677932.0
Level 67 AS,Nordland,,['Aktiviteter/events og mat'],819332452.0
Nordhopø AS,Møre og Romsdal,480 21 826,['Aktiviteter/events og mat'],923181466.0
Mesnahagen AS,Innlandet,,['Aktiviteter/events og mat'],924985437.0
Bivråst AS,Rogaland,472 46 981,['Aktiviteter/events og mat'],925288020.0
Asn AS,Oslo,,['Aktiviteter/events og mat'],925331252.0
Mikkelgammen AS,Troms og Finnmark,,['Aktiviteter/events og mat'],979121393.0
Spica Natur AS,Vestland,930 42 076,['Aktiviteter/events og mat'],994876090.0
Din Jakt AS,Rogaland,,['Aktiviteter/events og mat'],993278408.0
Wannado Expeditions AS,Agder,948 26 710,['Aktiviteter/events og mat'],920000525.0
Heilt Konge AS,Vestland,,['Aktiviteter/events og mat'],985004870.0
Sara Husky AS,Troms og Finnmark,,['Aktiviteter/events og mat'],920610293.0
Fresh Breeze Sailing Services AS,Viken,,['Aktiviteter/events og mat'],924583746.0
Alta Adventure AS,Troms og Finnmark,,['Aktiviteter/events og mat'],917877637.0
B-Yond AS,Viken,,['Aktiviteter/events og mat'],923118357.0
Flatanger Fritid AS,Trøndelag,,['Aktiviteter/events og mat'],982593042.0
Park End AS,Agder,,['Aktiviteter/events og mat'],919338563.0
Tromsdalsopplevelser AS,Trøndelag,,['Aktiviteter/events og mat'],912195953.0
Smedholmen AS,Vestland,,['Aktiviteter/events og mat'],998510783.0
Gastronomi i Jotunheimen AS,Innlandet,,['Aktiviteter/events og mat'],915611737.0
Nansen Explorer AS,Møre og Romsdal,,['Aktiviteter/events og mat'],926069365.0
Lovund Arkipel AS,Nordland,,['Aktiviteter/events og mat'],926877313.0
Pippira Siida AS,Nordland,951 44 866,['Aktiviteter/events og mat'],990936293.0
Let's Go Fishing AS,Nordland,,['Aktiviteter/events og mat'],925403601.0
AS Travel To Finnmark,,78 46 63 02,['Aktiviteter/events og mat'],981939174.0
Nordkapp Safari AS,Troms og Finnmark,,['Aktiviteter/events og mat'],921992270.0
Sigdal Offroad Events AS,Viken,,['Aktiviteter/events og mat'],925695475.0
AS Fisketurer på Romsdalsfjorden,Møre og Romsdal,909 90 324,['Aktiviteter/events og mat'],917008973.0
Seven Peak Nightmare AS,Møre og Romsdal,,['Aktiviteter/events og mat'],919709731.0
Skorovas Dynamo AS,Trøndelag,,['Aktiviteter/events og mat'],924767367.0
Norsjø Fun AS,Vestfold og Telemark,,['Aktiviteter/events og mat'],825112472.0
Habbarskvammen AS,Vestfold og Telemark,,['Aktiviteter/events og mat'],823840772.0
Kroks-Rom AS,Vestfold og Telemark,953 32 979,['Jordbruk'],925390437.0
Swimrun Norway Events AS,Vestfold og Telemark,,['Aktiviteter/events og mat'],920772455.0
Meløy Kystopplevelser,Nordland,,['Aktiviteter/events og mat'],989371509.0
Powerevent AS,Viken,928 64 415,['Aktiviteter/events og mat'],890586562.0
Skarsmoen Aktivitetspark AS,Innlandet,,['Aktiviteter/events og mat'],919364734.0
Tromsø Lokal AS,Troms og Finnmark,,['Aktiviteter/events og mat'],923041079.0
The Great Escape AS,Viken,483 58 709,['Aktiviteter/events og mat'],921542437.0
Hardanger Opplevelse AS,Vestland,413 21 610,['Aktiviteter/events og mat'],999631266.0
Moon AS,Møre og Romsdal,994 87 400,['Aktiviteter/events og mat'],997370953.0
Polar Cabin AS,Troms og Finnmark,,['Aktiviteter/events og mat'],817987532.0
Kjerringøyopplevelser AS,Nordland,971 02 757,['Aktiviteter/events og mat'],911997568.0
Toras Hytte AS,Vestfold og Telemark,905 40 269,['Aktiviteter/events og mat'],924449454.0
Arctic Ventures AS,Nordland,942 31 490,['Aktiviteter/events og mat'],913741048.0
Ndl-Diving-Lofoten,,,['Aktiviteter/events og mat'],920577911.0
Gansdalen Framlag,Viken,,['Aktiviteter/events og mat'],921639872.0
Sandefjord Minig Golf og Aktivitetsklubb,Vestfold og Telemark,,['Aktiviteter/events og mat'],926533584.0
Alive Adventures Norway,Vestfold og Telemark,,['Aktiviteter/events og mat'],929098811.0
Orkla Fjellsportklubb,Trøndelag,,['Aktiviteter/events og mat'],989496115.0
Salg Aktiviteter,,,['Aktiviteter/events og mat'],918276009.0
Kim på Tur,Vestland,,['Aktiviteter/events og mat'],924579668.0
Tysnes Turlag,Vestland,,['Aktiviteter/events og mat'],923946799.0
Nordre Kråkerøy Seilforening,Viken,,['Aktiviteter/events og mat'],925002534.0
Håkvik Aktivitetspark,Nordland,,['Aktiviteter/events og mat'],926712357.0
Øvre Numedal Friluftsopplevelser,Viken,,['Aktiviteter/events og mat'],927175762.0
Nordlight,Troms og Finnmark,,['Aktiviteter/events og mat'],927106590.0
Fiske og Friluftsliv For Sånne Som Oss,Viken,,['Aktiviteter/events og mat'],927829940.0
Gøystad,Rogaland,,['Aktiviteter/events og mat'],928830314.0
Viksvangen Ride- og Aktivitetssenter - Virak,Viken,,['Aktiviteter/events og mat'],928856801.0
Klatrekompaniet,Oslo,,['Aktiviteter/events og mat'],983094201.0
Munkehaugen Kultursenter,Agder,,['Aktiviteter/events og mat'],940493021.0
Strandgården Gårdsliv,Nordland,,['Aktiviteter/events og mat'],970505881.0
Tysværtunet Kulturhus,Rogaland,,['Aktiviteter/events og mat'],986527575.0
Winpower Private Fishing,,,['Aktiviteter/events og mat'],927533413.0
Kulturhuset Husnes,Vestland,,['Aktiviteter/events og mat'],964967636.0
Storhaugs Opplevelser/Aktiviteter/ Instruktør,Nordland,,['Aktiviteter/events og mat'],814422062.0
Norwegian Events Heinz Strathmann,Troms og Finnmark,,['Aktiviteter/events og mat'],814867242.0
Merdeka AS,Oslo,,['Hovedkontortjenester'],815933192.0
Bjørn Harry Røyland,Rogaland,,['Sauehold'],874404322.0
Viddas Sønn DA,Troms og Finnmark,,['Aktiviteter/events og mat'],911628171.0
Rune Gulliksen,Oslo,,['Aktiviteter/events og mat'],912896773.0
Kaker og Gym Kristina Kruken,Trøndelag,,['Aktiviteter/events og mat'],913068386.0
Kunsten Å Fly Tor Bollingmo,Trøndelag,,['Aktiviteter/events og mat'],914113423.0
